cpc;description_en;common_name_en
S88163;Bakery product manufacturing services;
S88164;Sugar manufacturing services;
S88165;Cocoa, chocolate and sugar confectionery manufacturing services;
S88166;Macaroni, noodles, couscous and similar farinaceous products manufacturing services;
S88167;Prepared meals and dishes manufacturing services;
S88169;Other food product manufacturing services n.e.c.;
S8817;Prepared animal feeds manufacturing services;
S88170;Prepared animal feeds manufacturing services;
S8818;Beverage manufacturing services;
S88181;Distilled alcoholic beverage manufacturing services;
S88182;Wine manufacturing services;
S88183;Malt and malt liquor manufacturing services;
S88184;Soft drink manufacturing services;
S8819;Tobacco manufacturing services;
S88190;Tobacco manufacturing services;
S882;Textile, wearing apparel and leather manufacturing services;
S8821;Textile manufacturing services;
S88211;Textile fibre manufacturing services;
S88212;Textile weaving services;
S88213;Textile finishing services;
S88214;Knitted and crocheted fabric manufacturing services;
S88215;Made-up textile article manufacturing services;
S88216;Carpet and rug manufacturing services;
S88217;Cordage, rope, twine and netting manufacturing services;
S88219;Other textile manufacturing services n.e.c.;
S8822;Wearing apparel manufacturing services;
S88221;Wearing apparel manufacturing services, except fur apparel;
S88222;Fur apparel manufacturing services;
S88223;Knitted and crocheted apparel manufacturing services;
S8823;Leather and leather product manufacturing services;
S88231;"Leather tanning and dressing services; fur dressing and dyeing services";
S88232;Luggage manufacturing services;
S88233;Footwear manufacturing services;
S883;Wood and paper manufacturing services;
S8831;Wood and wood product manufacturing services;
S88311;Wood manufacturing services;
S88312;Veneer sheet and wood panel manufacturing services;
S88313;Carpentry manufacturing services;
S88314;Wooden containers manufacturing services;
S88319;Other wood product manufacturing services;
S8832;Paper and paper product manufacturing services;
S88321;Pulp, paper and paperboard manufacturing services;
S88322;Corrugated paper and paperboard manufacturing services;
S88329;Other paper article manufacturing services;
S884;Petroleum, chemical and pharmaceutical product manufacturing services;
S8841;Coke and refined petroleum product manufacturing services;
S88411;Coke oven products manufacturing services;
S88412;Refined petroleum products manufacturing services;
S8842;Chemical product manufacturing services;
S88421;Basic chemicals manufacturing services;
S88422;Fertilizer manufacturing services;
S88423;Plastics and rubber manufacturing services;
S88424;Agrochemical product manufacturing services;
S88425;Paint manufacturing services;
S88426;Soap, detergents, cleaning preparation and perfume manufacturing services;
S88427;Other chemical products manufacturing services n.e.c.;
